Site,Species,Plot,Tag_ID,Population,GreenhouseID,Clone,Endo,Position,ini_Tiller
HUN,POAU,1,509,SFAEF,1335,AF,0,9,1
HUN,POAU,1,510,LA7,203-7A,AG,0,10,6
HUN,POAU,1,511,LA7,203-9A,AR,0,11,5
HUN,POAU,1,513,LA2,84-4G-4,AK,0,12,3
HUN,POAU,1,514,LA2,84-5C,AH,0,13,3
HUN,POAU,1,515,LA2,84-5C,AG,0,14,1
HUN,POAU,1,516,LA7,203-7A,AE,0,15,6
HUN,POAU,2,601,SFAEF,616,AQ,1,1,2
HUN,POAU,2,602,LA2,84-1L-3,CJ,1,2,5
HUN,POAU,2,603,SFAEF,712,NA,0,3,2
HUN,POAU,2,604,LA2,84-5G-43,C,1,4,5
HUN,POAU,2,605,LA2,84-5G-40,BI,1,5,10
HUN,POAU,2,606,SFAEF,201-15,AA,1,6,7
HUN,POAU,2,607,SFAEF,872,AS,1,7,4
HUN,POAU,2,608,LA7,203-6B-1,NA,1,8,10
HUN,POAU,2,609,LA2,84-1L-3,CI,1,9,4
HUN,POAU,2,610,SFAEF,616,AR,1,10,4
HUN,POAU,2,611,LA2,84-5G-40,AQ,1,11,4
HUN,POAU,2,612,LA2,84-5G-41,BA,1,12,1
HUN,POAU,2,613,LA7,203-29A-6,NA,0,13,4
HUN,POAU,2,614,LA2,84-4G-4,NA,0,14,3
HUN,POAU,2,615,LA7,203-25C-1,NA,1,15,16
HUN,POAU,3,616,LA2,84-4G-4,AL,0,1,2
HUN,POAU,3,D_HP3_2,SFAEF,872,AC,1,2,1
HUN,POAU,3,617,SFAEF,1245,AG,0,3,1
HUN,POAU,3,618,LA2,84-1L-3,AG,1,4,1
HUN,POAU,3,619,LA2,84-1L RL2L-2,NA,1,5,17
HUN,POAU,3,620,SFAEF,1335,AH,0,6,1
HUN,POAU,3,621,SFAEF,1328,BA,0,7,3
HUN,POAU,3,622,LA1,201-30B-6,AK,1,8,3
HUN,POAU,3,623,LA1,200-3C-4B,BC,0,9,3
HUN,POAU,3,624,LA1,201-29A,AB,0,10,3
HUN,POAU,3,625,LA2,84-4G-4,AI,0,11,1
HUN,POAU,3,626,LA1,201-30B-6,AG,1,12,4
HUN,POAU,3,627,LA2,84-5C,AK,0,13,1
HUN,POAU,3,628,LA1,200-24A,AK,0,14,2
HUN,POAU,3,629,SFAEF,616,AI,1,15,5
HUN,POAU,4,2161,LA2,84-1L-3,CG,1,1,6
HUN,POAU,4,2162,LA2,84-5G-40,AP,1,2,8
HUN,POAU,4,2163,LA2,84-4G-4,BZ,0,3,3
HUN,POAU,4,2164,LA7,203-4B-1B,AS,1,4,5
HUN,POAU,4,2165,LA1,200-24A,AJ,0,5,2
HUN,POAU,4,2166,LA7,203-4B-1B,AT,1,6,3
HUN,POAU,4,2167,SFAEF,872,AR,1,7,1
HUN,POAU,4,2168,LA2,84-5C,BN,0,8,3
HUN,POAU,4,2169,SFAEF,616,BT,1,9,3
HUN,POAU,4,2170,LA1,200-3C-4B,AT,0,10,3
HUN,POAU,4,2171,SFAEF,201-15,AF,1,11,5
HUN,POAU,4,2172,LA1,201-30B-6,AI,1,12,NA
HUN,POAU,4,2173,SFAEF,712,AJ,0,13,3
HUN,POAU,4,2174,LA2,84-1L-3,CF,1,14,6
HUN,POAU,4,2175,SFAEF,1335,AK,0,15,2
HUN,POAU,5,517,LA1,201-30B-6,AJ,1,1,2
HUN,POAU,5,518,LA2,84-4G-4,AP,0,2,4
HUN,POAU,5,519,LA2,84-1L-3,AH,1,3,1
HUN,POAU,5,520,SFAEF,1328,BB,0,4,2
HUN,POAU,5,521,LA1,200-24A,AL,0,5,3
HUN,POAU,5,522,SFAEF,1335,AI,0,6,4
HUN,POAU,5,523,LA2,84-4G-4,AO,0,7,5
HUN,POAU,5,524,SFAEF,872,AD,1,8,2
HUN,POAU,5,525,SFAEF,1245,AH,0,9,4
HUN,POAU,5,526,LA1,201-29A,AC,0,10,1
HUN,POAU,5,527,LA1,201-30B-6,AL,1,11,8
HUN,POAU,5,528,SFAEF,616,AJ,1,12,1
HUN,POAU,5,529,LA2,84-5C,AL,0,13,6
HUN,POAU,5,530,LA1,200-3C-4B,BD,0,14,7
HUN,POAU,5,531,LA2,84-5G-40,AA,1,15,4
HUN,POAU,6,532,LA1,200-24A,AH,0,1,4
HUN,POAU,6,533,SFAEF,712,AI,0,2,3
HUN,POAU,6,534,LA7,203-4B-1B,AQ,1,3,8
HUN,POAU,6,535,SFAEF,872,AQ,1,4,1
HUN,POAU,6,536,LA2,84-5G-40,AO,1,5,10
HUN,POAU,6,537,SFAEF,616,BS,1,6,4
HUN,POAU,6,538,LA2,84-1L-3,CH,1,7,3
HUN,POAU,6,539,SFAEF,201-15,AE,1,8,7
HUN,POAU,6,540,SFAEF,1335,AJ,0,9,3
HUN,POAU,6,541,LA1,201-30B-6,AH,1,10,7
HUN,POAU,6,542,LA2,84-1L-3,CE,1,11,3
HUN,POAU,6,543,LA1,200-3C-4B,AR,0,12,5
HUN,POAU,6,544,LA7,203-4B-1B,AR,1,13,6
HUN,POAU,6,545,LA2,84-5C,BM,0,14,2
HUN,POAU,6,546,LA2,84-4G-4,BY,0,15,1
HUN,POAU,7,547,LA7,203-4B-1B,AD,1,1,4
HUN,POAU,7,548,LA7,203-9A,AT,0,2,1
HUN,POAU,7,549,SFAEF,1328,AZ,0,3,6
HUN,POAU,7,550,LA7,203-9A,AS,0,4,1
HUN,POAU,7,551,LA2,84-1L-3,AF,1,5,4
HUN,POAU,7,552,SFAEF,1335,AG,0,6,2
HUN,POAU,7,553,LA2,84-5C,AJ,0,7,5
HUN,POAU,7,554,SFAEF,1245,AF,0,8,5
HUN,POAU,7,555,LA7,203-7A,AF,0,9,6
HUN,POAU,7,556,LA7,203-7A,AH,0,10,12
HUN,POAU,7,557,LA2,84-5C,AI,0,11,1
HUN,POAU,7,558,LA2,84-4G-4,AM,0,12,5
HUN,POAU,7,559,LA2,84-4G-4,AN,0,13,2
HUN,POAU,7,560,SFAEF,1,AD,0,14,8
HUN,POAU,7,561,SFAEF,3,AB,1,15,4
HUN,POAU,8,630,LA2,84-5C,BW,0,1,3
HUN,POAU,8,631,LA7,203-29A-7,NA,0,2,6
HUN,POAU,8,632,LA2,84-1L-3,CL,1,3,3
HUN,POAU,8,633,LA7,203-25C-2,NA,1,4,16
HUN,POAU,8,634,LA2,84-5G-40,AR,1,5,4
HUN,POAU,8,635,SFAEF,712,NA,0,6,5
HUN,POAU,8,636,LA2,84-5G-41,BJ,1,7,7
HUN,POAU,8,637,LA7,203-25C-3,NA,1,8,11
HUN,POAU,8,638,LA2,84-5G-43,D,1,9,5
HUN,POAU,8,639,LA2,84-1L-3,CK,1,10,4
HUN,POAU,8,640,SFAEF,872,AT,1,11,3
HUN,POAU,8,641,SFAEF,616,AS,1,12,7
HUN,POAU,8,642,LA2,84-5G-40,BJ,1,13,8
HUN,POAU,8,643,SFAEF,201-15,AB,1,14,6
HUN,POAU,8,644,SFAEF,616,AT,1,15,2
KER,AGHY,1,731,SJC,42-3-46,NA,1,1,9
KER,AGHY,1,732,COHR,215-1-15,AT2,0,2,6
KER,AGHY,1,733,LPEF,GH-35-1,BB,1,3,8
KER,AGHY,1,734,SJC,42-4-50,NA,0,4,10
KER,AGHY,1,735,COHR,35-6-21,AL,1,5,4
KER,AGHY,1,D_KA1_6,LPEF,GH-35-8,AX,1,6,9
KER,AGHY,1,736,COHR,35-1-15,AF,1,7,5
KER,AGHY,1,737,COHR,35-1-30,AJ,1,8,6
KER,AGHY,1,738,SJC,42-3-11,NA,1,9,6
KER,AGHY,1,D_KA1_10,LPEF,242-5-5,NA,0,10,38
KER,AGHY,1,739,SJC,42-3-54,NA,1,11,11
KER,AGHY,1,740,SJC,42-3-4,NA,1,12,9
KER,AGHY,1,741,LPEF,GH-35-6,AA,1,13,9
KER,AGHY,1,742,LPEF,GH-35-6,AI,1,14,5
KER,AGHY,1,743,COHR,35-1-44,AA,1,15,15
KER,AGHY,2,744,LPEF,242-7-6V,DI,0,1,7
KER,AGHY,2,D_KA2_2,COHR,215-2-1,AV,0,2,14
KER,AGHY,2,745,SJC,42-4-22,NA,0,3,7
KER,AGHY,2,D_KA2_4,SJC,42-4-2,NA,0,4,6
KER,AGHY,2,746,SJC,42-4-104,NA,0,5,8
KER,AGHY,2,747,LPEF,242-7-6V,CL,0,6,24
KER,AGHY,2,D_KA2_7,COHR,215-1-15,BI,0,7,6
KER,AGHY,2,748,LPEF,GH-35-3,BK,1,8,12
KER,AGHY,2,D_KA2_9,SJC,42-4-45,NA,1,9,9
KER,AGHY,2,749,COHR,35-6-19,AI,1,10,12
KER,AGHY,2,750,SJC,42-4-84,NA,0,11,12
KER,AGHY,2,751,COHR,215-1-15,BH2,0,12,7
KER,AGHY,2,D_KA2_13,SJC,42-4-90,NA,0,13,5
KER,AGHY,2,D_KA2_14,COHR,215-2,AM,0,14,7
KER,AGHY,2,752,COHR,215-3-45,AJ,0,15,29
KER,AGHY,3,753,LPEF,242-2-34,NA,0,1,28
KER,AGHY,3,D_KA3_2,LPEF,GH-35-3,BC,1,2,19
KER,AGHY,3,D_KA3_3,COHR,35-1-15,AD,1,3,14
KER,AGHY,3,D_KA3_4,COHR,215-1-15,BN,0,4,7
KER,AGHY,3,D_KA3_5,LPEF,GH-35-8,AP,1,5,12
KER,AGHY,3,D_KA3_6,LPEF,242-2-25,AB,0,6,10
KER,AGHY,3,754,SJC,42-3-11,NA,1,7,11
KER,AGHY,3,755,COHR,35-1-44,AE,1,8,9
KER,AGHY,3,D_KA3_9,COHR,35-6-19,AH,1,9,14
KER,AGHY,3,D_KA3_10,LPEF,GH-35-1,AW,1,10,9
KER,AGHY,3,756,SJC,42-3-39,NA,1,11,12
KER,AGHY,3,D_KA3_12,COHR,215-3-45,AN,0,12,5
KER,AGHY,3,757,SJC,42-4-24,NA,0,13,6
KER,AGHY,3,D_KA3_14,SJC,42-3-53,NA,1,14,12
KER,AGHY,3,D_KA3_15,SJC,42-4-43,NA,0,15,12
KER,AGHY,4,D_KA4_1,LPEF,GH-35-3,BJ,1,1,11
KER,AGHY,4,D_KA4_2,COHR,215-2,AY2,0,2,4
KER,AGHY,4,D_KA4_3,SJC,42-4-85,NA,0,3,3
KER,AGHY,4,758,SJC,42-4-23,NA,0,4,10
KER,AGHY,4,D_KA4_5,COHR,35-1-44,AF,1,5,10
KER,AGHY,4,D_KA4_6,COHR,215-1-15,BA2,0,6,8
KER,AGHY,4,D_KA4_7,LPEF,GH-35-8,AQ,1,7,16
KER,AGHY,4,D_KA4_8,COHR,35-1-27,AF,1,8,7
KER,AGHY,4,759,LPEF,242-2-45,NA,0,9,21
KER,AGHY,4,760,SJC,42-3-56,NA,1,10,9
KER,AGHY,4,D_KA4_11,SJC,42-3-60,NA,1,11,6
KER,AGHY,4,761,COHR,234-3-4,NA,0,12,38
KER,AGHY,4,762,LPEF,242-7-6V,DJ,0,13,4
KER,AGHY,4,D_KA4_14,LPEF,31-4-1,NA,0,14,62
KER,AGHY,4,763,SJC,42-4-29,NA,0,15,9
KER,AGHY,5,764,COHR,225-5-24,NA,0,1,20
KER,AGHY,5,D_KA5_2,LPEF,242-7-6V,AR,0,2,3
KER,AGHY,5,D_KA5_3,SJC,42-4-9,NA,0,3,6
KER,AGHY,5,D_KA5_4,LPEF,GH-35-3,BM,1,4,5
KER,AGHY,5,D_KA5_5,SJC,42-4-37,NA,0,5,11
KER,AGHY,5,D_KA5_6,COHR,215-3-45,AD,0,6,19
KER,AGHY,5,D_KA5_7,COHR,215-1-15,BS,0,7,10
KER,AGHY,5,765,SJC,42-4-31,NA,0,8,3
KER,AGHY,5,D_KA5_9,COHR,215-2,AC2,0,9,5
KER,AGHY,5,D_KA5_10,SJC,42-4-61,NA,0,10,4
KER,AGHY,5,766,SJC,42-4-91,NA,0,11,4
KER,AGHY,5,D_KA5_12,SJC,42-4-44,NA,1,12,13
KER,AGHY,5,D_KA5_13,LPEF,242-7-6V,DD,0,13,10
KER,AGHY,5,D_KA5_14,COHR,35-6-19,AG,1,14,9
KER,AGHY,5,D_KA5_15,COHR,215-1-15,BT,0,15,6
KER,AGHY,6,781,LPEF,242-7-6V,AO,0,1,10
KER,AGHY,6,D_KA6_2,LPEF,242-2-36,NA,0,2,21
KER,AGHY,6,D_KA6_3,SJC,42-3-40,NA,1,3,12
KER,AGHY,6,D_KA6_4,COHR,35-1-15,AF,1,4,9
KER,AGHY,6,D_KA6_5,COHR,215-2,BG2,0,5,4
KER,AGHY,6,D_KA6_6,COHR,215-1-15,BP2,0,6,5
KER,AGHY,6,782,SJC,42-4-30,NA,0,7,10
KER,AGHY,6,D_KA6_8,LPEF,GH-35-8,AJ,1,8,14
KER,AGHY,6,D_KA6_9,SJC,42-3-25,NA,1,9,8
KER,AGHY,6,D_KA6_10,LPEF,GH-35-1,AN,1,10,21
KER,AGHY,6,D_KA6_11,COHR,35-1-14,AD,1,11,19
KER,AGHY,6,D_KA6_12,SJC,42-4-93,NA,0,12,9
KER,AGHY,6,D_KA6_13,SJC,42-3-61,NA,1,13,15
KER,AGHY,6,D_KA6_14,LPEF,GH-35-3,BD,1,14,4
KER,AGHY,6,783,COHR,35-6-19,AA,1,15,15
KER,AGHY,7,D_KA7_1,LPEF,GH-35-8,AE,1,1,6
KER,AGHY,7,D_KA7_2,LPEF,GH-35-1,AY,1,2,5
KER,AGHY,7,774,COHR,35-1-30,AH,1,3,3
KER,AGHY,7,775,LPEF,GH-35-6-23,NA,1,4,19
KER,AGHY,7,776,SJC,42-3-30,NA,1,5,3
KER,AGHY,7,D_KA7_6,SJC,42-3-47,NA,1,6,10
KER,AGHY,7,D_KA7_7,COHR,26-8-1,AA,1,7,5
KER,AGHY,7,777,COHR,215-1-15,AL2,0,8,7
KER,AGHY,7,778,SJC,42-3-45,NA,1,9,10
KER,AGHY,7,D_KA7_10,COHR,35-6-21,AM,1,10,3
KER,AGHY,7,D_KA7_11,SJC,42-3-17,NA,1,11,3
KER,AGHY,7,779,SJC,42-4-86,NA,0,12,8
KER,AGHY,7,780,LPEF,242-4-28,NA,0,13,27
KER,AGHY,7,D_KA7_14,LPEF,GH-35-6,AH,1,14,5
KER,AGHY,7,D_KA7_15,COHR,35-1-30,AI,1,15,4
KER,AGHY,8,767,SJC,42-4-78,NA,0,1,5
KER,AGHY,8,768,COHR,35-6-19,AN,1,2,16
KER,AGHY,8,D_KA8_3,LPEF,GH-35-8,AI,1,3,15
KER,AGHY,8,769,COHR,215-1-15,BO,0,4,7
KER,AGHY,8,D_KA8_5,COHR,215-1-15,BB2,0,5,7
KER,AGHY,8,770,COHR,35-1-15,AG,1,6,4
KER,AGHY,8,D_KA8_7,SJC,42-4-16,NA,0,7,9
KER,AGHY,8,771,LPEF,242-7-6V,DH,0,8,5
KER,AGHY,8,772,COHR,234-3-5,NA,0,9,23
KER,AGHY,8,D_KA8_10,SJC,42-3-55,NA,1,10,8
KER,AGHY,8,D_KA8_11,SJC,42-4-77,NA,0,11,8
KER,AGHY,8,D_KA8_12,COHR,215-2,AZ,0,12,11
KER,AGHY,8,D_KA8_13,SJC,42-4-25,NA,0,13,12
KER,AGHY,8,773,SJC,42-3-63,NA,1,14,7
KER,AGHY,8,D_KA8_15,LPEF,GH-35-3,BQ,1,15,8
KER,ELVI,1,D_KE1_1,PALM,239,AY,1,1,2
KER,ELVI,1,D_KE1_2,PALM,222-A,AG,1,2,3
KER,ELVI,1,D_KE1_3,JLP,110-5A-4O,NA,0,3,3
KER,ELVI,1,D_KE1_4,PALM,225,AV,1,4,12
KER,ELVI,1,D_KE1_5,RL5,D34,AA,1,5,12
KER,ELVI,1,D_KE1_6,PALM,225,AT,1,6,9
KER,ELVI,1,D_KE1_7,PALM,80,AH,0,7,3
KER,ELVI,1,D_KE1_8,HUNT,E4,NA,0,8,3
KER,ELVI,1,D_KE1_9,JLP,109-19A-25,BB,1,9,2
KER,ELVI,1,D_KE1_10,PALM,63,AE,0,10,2
KER,ELVI,1,D_KE1_11,RL5,D53,NA,0,11,5
KER,ELVI,1,D_KE1_12,PALM,216A,AL,1,12,1
KER,ELVI,1,D_KE1_13,PALM,143,AF,0,13,4
KER,ELVI,1,D_KE1_14,PALM,218D,AG,1,14,7
KER,ELVI,1,D_KE1_15,PALM,218B,AF,1,15,3
KER,ELVI,2,D_KE2_1,PALM,106,AF,0,1,3
KER,ELVI,2,D_KE2_2,PALM,225,AO,1,2,14
KER,ELVI,2,D_KE2_3,RL5,C34,NA,0,3,5
KER,ELVI,2,D_KE2_4,RL5,C32,AF,0,4,10
KER,ELVI,2,D_KE2_5,JLP,110-5A-4K,NA,0,5,3
KER,ELVI,2,D_KE2_6,RL5,D37,AA,1,6,10
KER,ELVI,2,D_KE2_7,PALM,80,AF,0,7,2
KER,ELVI,2,D_KE2_8,RL5,C32,AC,0,8,3
KER,ELVI,2,D_KE2_9,PALM,216A,AI,1,9,6
KER,ELVI,2,D_KE2_10,PALM,63,AB,0,10,1
KER,ELVI,2,D_KE2_11,JLP,110-2A-13D,AF,1,11,5
KER,ELVI,2,D_KE2_12,PALM,239,AT,1,12,2
KER,ELVI,2,D_KE2_13,HUNT,F51,NA,0,13,4
KER,ELVI,2,D_KE2_14,PALM,80,AA,0,14,6
KER,ELVI,2,D_KE2_15,PALM,225,AS,1,15,8
KER,ELVI,3,D_KE3_1,JLP,110-5A-4F,NA,0,1,7
KER,ELVI,3,D_KE3_2,RL5,C37,AA,0,2,1
KER,ELVI,3,D_KE3_3,JLP,110-2A-13D,AD,1,3,4
KER,ELVI,3,D_KE3_4,PALM,102C,AF,0,4,2
KER,ELVI,3,D_KE3_5,PALM,225,AH,1,5,9
KER,ELVI,3,D_KE3_6,PALM,106,AA,0,6,2
KER,ELVI,3,D_KE3_7,PALM,100,AH,0,7,1
KER,ELVI,3,D_KE3_8,PALM,80,AE,0,8,4
KER,ELVI,3,D_KE3_9,JLP,110-5A-4E,NA,0,9,5
KER,ELVI,3,D_KE3_10,RL5,C32,AB,0,10,3
KER,ELVI,3,D_KE3_11,PALM,80,AB,0,11,2
KER,ELVI,3,D_KE3_12,HUNT,E11,NA,0,12,5
KER,ELVI,3,D_KE3_13,PALM,225,AV,1,13,10
KER,ELVI,3,D_KE3_14,RL5,D16,AA,0,14,10
KER,ELVI,3,D_KE3_15,PALM,102C,AB,0,15,2
KER,ELVI,4,D_KE4_1,RL5,D68,NA,1,1,11
KER,ELVI,4,D_KE4_2,PALM,239,AX,1,2,4
KER,ELVI,4,2343,PALM,110-5A-8,AC,1,3,2
KER,ELVI,4,D_KE4_4,PALM,216A,AJ,1,4,4
KER,ELVI,4,D_KE4_5,PALM,238,AO,1,5,1
KER,ELVI,4,D_KE4_6,JLP,110-5A-4S,NA,0,6,6
KER,ELVI,4,D_KE4_7,PALM,218B,AI,1,7,4
KER,ELVI,4,D_KE4_8,PALM,222-A,AE,1,8,3
KER,ELVI,4,2344,JLP,110-44L-10,AE,1,9,4
KER,ELVI,4,D_KE4_10,PALM,228C,AD,1,10,9
KER,ELVI,4,D_KE4_11,SHS,106-150A-4B,AH,1,11,2
KER,ELVI,4,2345,JLP,109-19A-25,AW,1,12,3
KER,ELVI,4,D_KE4_13,RL5,C24,NA,0,13,2
KER,ELVI,4,D_KE4_14,HUNT,E33,NA,0,14,3
KER,ELVI,4,D_KE4_15,PALM,238,AP,1,15,2
KER,ELVI,5,2346,JLP,110-5A-4M,NA,0,1,1
KER,ELVI,5,2347,PALM,80,AC,0,2,4
KER,ELVI,5,D_KE5_3,RL5,C23,NA,0,3,3
KER,ELVI,5,D_KE5_4,PALM,225,AJ,1,4,12
KER,ELVI,5,D_KE5_5,HUNT,F6,NA,0,5,6
KER,ELVI,5,D_KE5_6,RL5,C32,AE,0,6,5
KER,ELVI,5,2348,PALM,106,AD,0,7,3
KER,ELVI,5,D_KE5_8,JLP,110-5A-4D,NA,0,8,7
KER,ELVI,5,D_KE5_9,PALM,63,AG,0,9,2
KER,ELVI,5,D_KE5_10,JLP,110-2a-13-c,AL,1,10,4
KER,ELVI,5,2349,SHS,106-36A-24,AC,1,11,2
KER,ELVI,5,D_KE5_12,RL5,C31,NA,0,12,8
KER,ELVI,5,2350,PALM,225,AQ,1,13,7
KER,ELVI,5,D_KE5_14,PALM,239,AU,1,14,5
KER,ELVI,5,D_KE5_15,RL5,D28,AA,1,15,9
KER,ELVI,6,2351,PALM,102C,AD,0,1,3
KER,ELVI,6,2352,PALM,218B,AG,1,2,4
KER,ELVI,6,2353,PALM,225,AI,1,3,5
KER,ELVI,6,2354,PALM,216A,AM,1,4,2
KER,ELVI,6,2355,PALM,100,AI,0,5,2
KER,ELVI,6,2356,PALM,239,AV,1,6,2
KER,ELVI,6,2357,SHS,106-150A-4B,AI,1,7,4
KER,ELVI,6,2358,PALM,63,AC,0,8,2
KER,ELVI,6,D_KE6_9,JLP,110-5A-4P,NA,0,9,5
KER,ELVI,6,2359,PALM,B16,NA,1,10,4
KER,ELVI,6,D_KE6_11,RL5,D27,NA,1,11,15
KER,ELVI,6,2360,JLP,110-2a-13-c,AK,1,12,6
KER,ELVI,6,D_KE6_13,RL5,D16,NA,0,13,8
KER,ELVI,6,D_KE6_14,PALM,225,AW,1,14,4
KER,ELVI,6,2361,HUNT,E5,NA,0,15,4
KER,ELVI,7,D_KE7_1,JLP,110-2A-22,AG,1,1,6
KER,ELVI,7,D_KE7_2,RL5,C26,NA,0,2,6
KER,ELVI,7,D_KE7_3,HUNT,E9,NA,0,3,2
KER,ELVI,7,D_KE7_4,PALM,225,AP,1,4,9
KER,ELVI,7,D_KE7_5,PALM,B50,NA,1,5,6
KER,ELVI,7,D_KE7_6,JLP,109-19A-25,BC,1,6,3
KER,ELVI,7,D_KE7_7,JLP,110-5A-4R,NA,0,7,6
KER,ELVI,7,D_KE7_8,PALM,218B,AH,1,8,3
KER,ELVI,7,D_KE7_9,PALM,222-A,AF,1,9,3
KER,ELVI,7,D_KE7_10,PALM,225,AZ,1,10,10
KER,ELVI,7,D_KE7_11,PALM,216A,AK,1,11,2
KER,ELVI,7,D_KE7_12,HUNT,E16,NA,1,12,5
KER,ELVI,7,D_KE7_13,PALM,239,AW,1,13,3
KER,ELVI,7,D_KE7_14,PALM,220D,AI,1,14,8
KER,ELVI,7,D_KE7_15,RL5,D36,AA,1,15,8
KER,ELVI,8,D_KE8_1,JLP,110-5A-4L,NA,0,1,8
KER,ELVI,8,D_KE8_2,PALM,216A,AH,1,2,1
KER,ELVI,8,D_KE8_3,PALM,100,AK,0,3,2
KER,ELVI,8,D_KE8_4,PALM,80,AG,0,4,1
KER,ELVI,8,2362,JLP,109-19A-25,AX,1,5,3
KER,ELVI,8,2363,JLP,110-5A-4A,NA,0,6,3
KER,ELVI,8,2364,PALM,100,AD,0,7,1
KER,ELVI,8,D_KE8_8,RL5,C33,AA,0,8,8
KER,ELVI,8,2365,PALM,102C,AK,0,9,2
KER,ELVI,8,2366,HUNT,E35,NA,0,10,5
KER,ELVI,8,2367,RL5,C32,AD,0,11,4
KER,ELVI,8,2368,PALM,106,AB,0,12,3
KER,ELVI,8,2369,PALM,80,AD,0,13,6
KER,ELVI,8,2370,RL5,D36,NA,1,14,10
KER,ELVI,8,2371,RL5,C37,NA,0,15,3
KER,POAU,1,D_KP1_1,LA7,203-4B-1B,BJ,1,1,10
KER,POAU,1,D_KP1_2,LA2,84-1L-3,BC,1,2,6
KER,POAU,1,D_KP1_3,SFAEF,B9,NA,0,3,9
KER,POAU,1,D_KP1_4,LA7,203-4B-1B,BB,1,4,11
KER,POAU,1,D_KP1_5,LA2,84-4G-4,CG,0,5,7
KER,POAU,1,D_KP1_6,LA1,200-3C-4B,AY,0,6,6
KER,POAU,1,D_KP1_7,LA2,84-5C,BU,0,7,6
KER,POAU,1,D_KP1_8,SFAEF,1335,BK,0,8,11
KER,POAU,1,D_KP1_9,LA2,84-1L-3,AT,1,9,9
KER,POAU,1,D_KP1_10,LA1,200-3C-4B,BC,0,10,16
KER,POAU,1,478,SFAEF,616,BK,1,11,4
KER,POAU,1,D_KP1_12,SFAEF,3,AL,1,12,12
KER,POAU,1,D_KP1_13,LA1,201-30B-6,BC,1,13,7
KER,POAU,1,D_KP1_14,LA2,84-5G-43,L,1,14,9
KER,POAU,1,D_KP1_15,SFAEF,872,BG,1,15,13
KER,POAU,2,297,LA2,84-1L-3,AR,1,1,11
KER,POAU,2,298,LA2,84-5C,BO,0,2,12
KER,POAU,2,299,SFAEF,872,AL,1,3,7
KER,POAU,2,300,LA1,201-29A,AH,0,4,7
KER,POAU,2,479,LA2,84-4G-4,BU,0,5,7
KER,POAU,2,480,SFAEF,616,AB,1,6,5
KER,POAU,2,481,SFAEF,1245,AF,0,7,7
KER,POAU,2,482,LA1,200-24A,BF,0,8,4
KER,POAU,2,483,LA1,201-30B-6,BJ,1,9,5
KER,POAU,2,484,SFAEF,1335,BL,0,10,8
KER,POAU,2,485,LA1,201-30B-6,BI,1,11,6
KER,POAU,2,486,LA2,84-4G-4,BV,0,12,7
KER,POAU,2,487,LA2,84-5G-76-G,NA,1,13,28
KER,POAU,2,488,LA1,200-3C-4B,AF,0,14,6
KER,POAU,2,489,SFAEF,1328,AD,0,15,6
KER,POAU,3,D_KP3_1,LA2,84-4G-4,NA,0,1,4
KER,POAU,3,D_KP3_2,SFAEF,872,AK,1,2,11
KER,POAU,3,D_KP3_3,LA1,200-24A,BI,0,3,10
KER,POAU,3,D_KP3_4,LA1,201-30B-6,BH,1,4,5
KER,POAU,3,D_KP3_5,LA1,201-29A,AI,0,5,11
KER,POAU,3,D_KP3_6,LA2,84-5G-41,G,1,6,26
KER,POAU,3,D_KP3_7,SFAEF,616,AA,1,7,5
KER,POAU,3,D_KP3_8,LA2,84-5C,BN,0,8,8
KER,POAU,3,D_KP3_9,SFAEF,1335,BC,0,9,6
KER,POAU,3,D_KP3_10,LA2,84-4G-4,BZ,0,10,4
KER,POAU,3,D_KP3_11,LA1,200-3C-4B,AR,0,11,8
KER,POAU,3,D_KP3_12,SFAEF,1245,AT,0,12,14
KER,POAU,3,D_KP3_13,SFAEF,1328,AC,0,13,14
KER,POAU,3,D_KP3_14,LA1,201-30B-6,BG,1,14,7
KER,POAU,3,D_KP3_15,LA2,84-1L-3,AW,1,15,8
KER,POAU,4,490,SFAEF,616,BG,1,1,11
KER,POAU,4,D_KP4_2,LA2,84-1L-3,AN,1,2,6
KER,POAU,4,D_KP4_3,SFAEF,B69,NA,1,3,11
KER,POAU,4,D_KP4_4,LA2,84-1L-3,BD,1,4,11
KER,POAU,4,491,SFAEF,3,AH,1,5,10
KER,POAU,4,D_KP4_6,LA2,84-1L-3,BF,1,6,9
KER,POAU,4,D_KP4_7,LA2,84-4G-4,BO,0,7,6
KER,POAU,4,D_KP4_8,LA2,84-5G-76,B,1,8,32
KER,POAU,4,D_KP4_9,LA2,84-4G-43,I,1,9,26
KER,POAU,4,D_KP4_10,LA2,85-4G-4,BZ,0,10,4
KER,POAU,4,D_KP4_11,SFAEF,872,BI,1,11,8
KER,POAU,4,492,SFAEF,#6,NA,1,12,11
KER,POAU,4,D_KP4_13,SFAEF,B11,NA,0,13,9
KER,POAU,4,D_KP4_14,SFAEF,616,BH,1,14,11
KER,POAU,4,D_KP4_15,LA2,84-5G-43,K,1,15,20
KER,POAU,5,D_KP5_1,LA2,84-5G-41,F,1,13,26
KER,POAU,5,D_KP5_2,LA2,84-1L-3,AQ,1,4,7
KER,POAU,5,D_KP5_3,LA2,84-1L-3,BE,1,1,2
KER,POAU,5,493,LA1,201-30B-6,BZ,1,8,12
KER,POAU,5,494,LA7,203-4B-1B,BD,1,9,9
